instance,gini_clause_size,gini_var_occurrence,gini_lit_occurrence,avg_overlap_vars,avg_overlap_lits
a03161dfe27323ee20614f27d8a803db-s57-100,0.0,0.0690436,0.073571,0.417249,0.626016
cb42386049fa16c05a9b9196618fd818-3col120_5_7.shuffled,0.0590269,0.00152106,0.125314,0.602824,0.385006
22ab0863b78aa0fb930c342668a852fa-mp1-rubikcube101,0.0668392,0.381643,0.469583,0.308771,0.304094
46b70d0c89444f913e8c060c6839f8ee-okgen-c1625-v250-s882959944-882959944,0.0,0.132783,0.184356,0.335904,0.334677
2ab1deabc049d87c7ff5f15abc759c17-bench_17122.smt2,0.110967,0.278569,0.279588,0.46095,0.405881
ef9d74ffd5b3e21ca700db3cff192286-fdmus_b17_420,0.0925223,0.17787,0.216945,0.520933,0.465331
964ab48f75116ee48aa6331ed11d1180-fla-komb-320-1,0.0,0.137758,0.198123,0.335363,0.334571
dcdcc8a6cd425911a07a589c8d222eee-unif-k7-r86.674-v140-c12134-S2736531722493442053,0.0,0.0244977,0.0321867,0.162703,0.152435
98671c77e668b2bb23eba222f6ecc179-unif-k6-r40.0-v400-c16000-S6565292699213089250,0.0,0.0363052,0.0494453,0.171982,0.1693
03b75ba4f3a1bdcc58c89e6846eecaab-x2_128.shuffled-as.sat03-1598,0.000654021,0.00130375,0.00130375,0.468069,0.333917
3f99e9fa2ed239531ed55e058e875250-unif-k3-r4.2-v10000-c42000-S21800963-085,0.0,0.157118,0.220112,0.333408,0.333375
4afc0b202169999e04845dcffae3750e-REGRandom-K3-L1-Seed30.sanitized,0.266131,0.528304,0.658945,0.428836,0.405869
635d48bbba58092ac46fa00ef5881458-mp1-ps_5000_21250_3_0_0.8_0_1.60_4,0.0,0.373558,0.400675,0.333681,0.333507
9a0e6e700381903bfa995f6a55665f46-f1000,0.0,0.154011,0.219111,0.333955,0.333621
1b0780e82e41f6ca9c6c2f37b5350789-mod2c-rand3bip-sat-220-1.shuffled-as.sat05-2488,0.0690484,0.150615,0.154502,0.466865,0.330216
01cf0326d2ab46b71fe4e2eac97b2b18-MVD_ADS_S8_9_9,0.0005452,0.298027,0.643193,0.532124,0.532227
633658e1c5f91005b19d99ed4ec62e8a-glassyb-v399-s500582891,0.0,0.000533305,0.155401,0.334866,0.334084
f8b2044c0543c9272bccad136e84a7c2-unif-k3-r4.2-v12000-c50400-S2070759512-014,0.0,0.1582,0.2214,0.33339,0.333367
991d3b46599bb896d72569536d2b54fc-pbl-00400.shuffled-as.sat05-1332.shuffled-as.sat05-1332,0.136229,0.564593,0.702411,0.279517,0.358809
94f49c93e2555d7c8e0cb8e87f58cc70-randomG-Mix-n15-d05,0.103554,0.571068,0.395623,0.5,0.5
58e0ab22764e0430561cb6ad71017182-bench_2931.smt2,0.109009,0.275397,0.287787,0.45749,0.40331
7331d4888353636bdf494f8533670351-x9-02012.sat.sanitized,0.108598,0.0526817,0.329877,0.528986,0.497428
5481abf46acb8b750ba0fc041d84f95d-iso-ukn008.shuffled-as.sat05-3389,0.300066,0.733797,0.607518,0.361951,0.354046
d3a03e118315f298d3855d7b5418bf3e-satellite1_v01a.renamed-as.sat05-3985,0.0745834,0.239996,0.533293,0.505136,0.500577
b2de36f330b43cb7025d8d79b9f1ab8d-lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934,0.0,0.273243,0.302996,0.353607,0.342951
c4f1ec6bf06036cf5f7c0082c4b837d7-unif-c1750-v350-s173829402,0.0,0.143914,0.20842,0.335456,0.334619
871c9014847dc91b8d24b79379a7edc8-4col180_9_10.shuffled,0.00138568,0.000455036,0.000458892,0.523337,0.340879
3219f951c5206f0d683d626d17775639-dp10u09.shuffled,0.0978954,0.312483,0.290226,0.466694,0.446833
f561c52b987bdb9031a477864070b759-Ptn-7824-b18,0.0183213,0.383125,0.383787,0.359211,0.34654
f5b54c805c05aef5ba0d94b6edea2a1a-bench_2101.smt2,0.0934903,0.262941,0.263099,0.450577,0.395096
81f7f03390c10bd8dcc87a06006557e7-unif-k3-r4.2-v4000-c16800-S906020180-093,0.0,0.156123,0.220499,0.333485,0.333392
3335cc3022da379e61908f4509b74149-x9-06043.sat.sanitized,0.108461,0.0508132,0.329456,0.528997,0.497555
179cf31ecc2687a2820c697ed264d1e1-x9-05030.sat.sanitized,0.108558,0.0456788,0.32653,0.529097,0.497525
bf31eea5a8b87410f1fb83064e2cb82e-dlx1c.ucl.sat.chaff.4.1.bryant,0.0904015,0.255569,0.299942,0.47598,0.45306
fe452b79d2f0d74c28e51a1db382acf3-myciel6-c.used-as.sat04-318,0.0145527,0.283905,0.317826,0.519051,0.309324
e29dc4a2b111badf8eadc9e3f96ae8e4-x1.1_128.shuffled-as.sat03-1579,0.000654021,0.00130375,0.00130375,0.468069,0.333917
29a645e2ba434c6927850fd18b80e703-unif-k3-r4.26-v6200-c26412-S8943217569806508605,0.0,0.156768,0.220897,0.333436,0.333392
a5507d7a8dacbc0ecd7abc8d631c266a-Steiner-27-10-bce,0.0903273,0.733571,0.352609,0.36003,0.352903
eba7f569a9faed0b8e88ce3d6fa576f7-cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19,0.101643,0.273992,0.286858,0.486509,0.435102
9291297fd2cc22371f6e6512ead12f0e-unif-k4-r9.931-v190-c1887-S3697192526635500631,0.0,0.0881098,0.118331,0.255986,0.253004
f70f5cf7d19de940a74614b664639680-unif-k7-r85.558-v180-c15400-S7182581352251840955,0.0,0.0216008,0.0311683,0.158025,0.150237
5423c5883b9ae3cd50cfa3e994d1cb6a-unif-k7-r86.395-v150-c12959-S2466261618637171324,0.0,0.0233262,0.0325146,0.161267,0.151755
99e0a9b26bd19223b7cc7d60ee179565-gensys-ukn002.sat05-2744.reshuffled-07,0.259111,0.658288,0.636779,0.266278,0.237083
b36573b9071ea347553b7403744ed050-connm-ue-csp-sat-n1200-d0.02-s1280749859.shuffled-as.sat05-537,0.00649137,0.187273,0.567141,0.349979,0.350836
0fa9521ff633b27be11525a7b0f7d8b6-jgiraldezlevy.2200.9086.08.40.41,0.0,0.158771,0.224147,0.341898,0.337422
4e6ed02919858555623b578af7bb9ce5-Steiner-135-33-bce,0.0848426,0.862417,0.457503,0.338688,0.336676
4beaed3895a6e4992121e4c80765409d-fla-barthel-280-5,0.0,0.169256,0.229814,0.335768,0.334685
807e1775a113b5155e65d7c74c169586-unif-k4-r9.0-v10000-c90000-S9040862594588113796,0.0,0.093329,0.131602,0.250114,0.250057
9d63d9bc2adce081243ec7364c28852c-okgen-c2275-v650-s1568114015-1568114015,0.0,0.17007,0.24397,0.334325,0.333834
b4e25a313635193d4b1cff8ea5d0b532-unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN,0.0,0.15844,0.222453,0.333377,0.333353
de99d9957f8585fad26fb5bcb9fbdfa8-unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN,0.0,0.155889,0.218391,0.334606,0.333974
52b72b1da10485792641dc2caae8298c-mp1-rubikcube912,0.0667004,0.38639,0.473592,0.308891,0.304167
747121b2e654aefa37b4e676c548ce46-5col140_15_2.shuffled,0.0368565,0.000268764,0.189385,0.552508,0.328449
2752040c83e0246c6d3151dbfe5f825a-fdmus_b17_885,0.0933253,0.205444,0.246885,0.487405,0.459568
0b5c4ba260d2c27eee349128cdfc409a-fdmus_b20_496,0.0924843,0.200796,0.23647,0.487259,0.459606
0d4c02bd7cc67d2976ff389d61c5d5c4-unif-k7-r87.79-v76-c6672-S2403854797301736147,0.0,0.0183248,0.0295503,0.18178,0.161088
f15ad4206d95a3f8f1358b33301539be-ER_400_20_7.apx_1_DC-AD,0.136676,0.23837,0.471466,0.500815,0.495117
bd1a879dcaa2879d739f2764db8bf862-edges-072-3-1131111-37,0.0818384,0.0138889,0.166667,0.5,0.5
a497d784c61c330f012dcd80d44dcd43-x9-06099.sat.sanitized,0.108531,0.0460453,0.326816,0.529099,0.49756
87e795955bbc4a04fe0c0937f6dd10df-okgen-c1075-v250-s2140473829-2140473829,0.0,0.14766,0.200086,0.336137,0.334676
06a36581f14e399a76a5110449ebe739-driverlog2_v01a.renamed-as.sat05-3961,0.0839292,0.288155,0.532472,0.50271,0.500787
979ba270311b77fc504f8f3624aab446-fdmus_b20_495,0.0925584,0.200297,0.235696,0.493597,0.461412
1c99d793a03acb23556a90aff28cf09d-gencnf-k5-r21.5-v170-c3655-09-S224660259.used-as.sat04-209,0.0,0.0509442,0.0753113,0.20971,0.204758
8f76a9b81bca0594b1747d53a93ee001-grid-pbl-0090.shuffled-as.sat05-1336.shuffled-as.sat05-1336,0.00287823,0.0184847,0.019054,0.306213,0.430868
95cb180e184785166dc6d7d5faad2129-bench_7680.smt2,0.108512,0.278377,0.289258,0.453733,0.403153
2dd79829405516b6add235e8fc4732b8-battleship-20-39-sat,0.461604,0.0,0.0128205,0.459645,0.392965
a8c6f24ce9bc4ae6953763a82835e2d4-quad_res_r31_m35,0.108918,0.234715,0.236237,0.392732,0.35678
e7aa009db80777c6c44d6350b6413766-unif-k5-r20-v1000-c20000-S883282443-030-UNKNOWN,0.0,0.0572703,0.0804953,0.201616,0.200809
03f25e67e52baf9fb1e782026d46c8a8-rope_0003.shuffled,0.0571429,0.0,0.3,0.5,0.5
47176c4c5b3c5f77458fe34bbe7d0e1f-bench_1286.smt2,0.0944147,0.268717,0.271194,0.448485,0.394523
82cb198416182bef497b6811610382eb-unif-k5-r21.117-v520-c10981-S5055729529807579867,0.0,0.055279,0.079918,0.203093,0.20153
2ecd4f44785061feffd8316600972a4f-par32-3.shuffled,0.0845792,0.303418,0.303562,0.373997,0.349508
bc0d3f3aad73eb09e12c009d2bdebf29-pyhala-braun-unsat-40-4-01.shuffled-as.sat05-465,0.0942326,0.205067,0.218116,0.482842,0.415748
7e621d817ef34e61e26881fd64a63a59-unif2p-p0.9-v810-c2932-S1014417748-14-SAT,0.0310247,0.177786,0.242024,0.356516,0.356032
62727a63ba5fbd6dd917cfcbc457897c-fdmus_b17_1282,0.0937685,0.214,0.253611,0.496742,0.462618
a28838a333df067089ba6dffce36ae26-unif-c2250-v450-s1305237608,0.0,0.144788,0.200802,0.334743,0.334101
88a3fd31ea2cbdbe596ead8e01b6cbd9-ae_rphp035_05,0.0709878,0.670723,0.690151,0.340587,0.331758
be718d01225f552c3fe1b4cc4cc0fe34-okgen-c800-v400-s239704342-239704342,0.0,0.232154,0.285533,0.334771,0.334343
8b267f95678c90b2179944de7233b090-ER_500_20_4.apx_1_DC-AD,0.137966,0.235814,0.471324,0.501446,0.49615
617a627b486326ce9911ccf8487bd683-fla-qhid-520-2,0.0,0.136531,0.219718,0.334615,0.334036
daab69799b673289324062e37292291c-size_5_5_5_i101_r12,0.129674,0.250531,0.313169,0.46676,0.410167
e95967fb3609db741a2c7d76fd533bb8-battleship-30-30-unsat,0.443958,0.0,0.00847458,0.436163,0.347444
d702aa8568706efda8308ef8d24f907b-div-mitern167,0.15097,0.359713,0.370174,0.377663,0.366931
db738f3827fdffc7369d30feefce3881-fdmus_b17_1419,0.0937659,0.214996,0.25489,0.496336,0.460683
0cfa26ef0faf8c67b56e77ad2ab0b18e-unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled,0.0,0.0224388,0.0317993,0.182455,0.161404
0fa8623240b5c14c1308f863a6dc88ab-urqh1c5x5.shuffled-as.sat03-1468,0.102312,0.20987,0.207746,0.373941,0.346854
ff341211c03edd1a3b4bfef43fd0d52b-x9-05053.sat.sanitized,0.108476,0.0478824,0.32794,0.529056,0.497583
b7320661e48ee8451f6a849713aaa956-bench_2265.smt2,0.105803,0.276438,0.287206,0.450274,0.401372
54de5c35ecdf50c0425ecad01f21de34-1dlx_c_bp_u_f_liveness,0.266692,0.60111,0.666392,0.478893,0.457399
b0278333544e099cebf9f3c25b4d23b7-unif-k4-r9.931-v1600-c15890-S319433948686066525,0.0,0.0883188,0.12468,0.250693,0.250362
8358ba996a456ec0792840510fd04b97-edges-070-3-1226111-26,0.0817942,0.0142857,0.166667,0.5,0.5
f87ea979e16eeb6c71d859692d7b9198-bench_8051.smt2,0.107916,0.276053,0.286974,0.454481,0.402793
bf846aae6ae8ec56744c94d896ec95ca-fdmus_b17_1456,0.0938872,0.222191,0.264009,0.493164,0.45825
41fcb7dd9e7b08b6e5b10a697f2c60ef-too_large_gr_rcs_w7.shuffled,0.0248523,0.34554,0.637051,0.5,0.5
566fa7782f1c31dd049b980626ea004c-hidden-k3-s1-r5-n500-02-S2015275929.shuffled-as.sat03-1006,0.0,0.143757,0.224602,0.334661,0.333922
48d6e3b1d836716fb128fbb4c7ff641a-unif-k5-r21.117-v200-c4223-S7017654974457002230,0.0,0.0511909,0.0781287,0.208216,0.204096
b020f6cb457c581684dbd1ffedde5e6c-unif-k4-r9.425-v5800-c54665-S9165834819240214914,0.0,0.0925211,0.13006,0.250197,0.250101
445f835be7805993f89cc2b6f3bea065-integerOverflow.smt2,0.0993323,0.171254,0.204528,0.478853,0.442141
ae523b2c9d806713cb6c36994299ac78-unif-c600-v300-s344542280,0.0,0.231437,0.299633,0.335751,0.335038
a5d12bcc4c45fc9216c490ae7e53a8f8-unif-k3-r4.267-v7600-c32429-S892076904192638253,0.0,0.155104,0.218454,0.333428,0.333384
e7ad7fb2d01cb89f97ecb7a48c00c7f0-unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE,0.0,0.0592847,0.0809388,0.211109,0.205449
bfb93ac1e966c116b1556cefe078f304-unif-k5-r21.3-v90-c1917-S122462268-047,0.0,0.0516165,0.0763722,0.219014,0.209185
7cbc3ce2052ba7c5b501f75af58ab3c4-simon-r22-1.sanitized,0.0716941,0.216975,0.219037,0.442247,0.379856
bfdd967f2afa50c14b6f4fb44ca5ae3c-okgen-c1700-v400-s1234807503-1234807503,0.0,0.156303,0.214125,0.335004,0.334121
94e63156ee9c68668411a93e68aa2518-Schur_161_5_d29,0.0272014,0.152877,0.567252,0.351081,0.351117
0944b0d12376e0b6bfe0355ffcbdfcc1-x9-09050.sat.sanitized,0.108508,0.047732,0.327745,0.529062,0.497556
5870c16f10356ce392aed8ef91f078e6-ccp-s10-facto3,0.0122188,0.374123,0.641398,0.348619,0.349152
74757d192dcf6744a4abcb17594d7cac-glassy-v450-s1878038564,0.0,0.0,0.131075,0.334633,0.334113
eb8a05f11e4720d801e213c3648f8bba-ctl_3791_556_unsat_pre,0.0780819,0.351928,0.352721,0.338961,0.413343
1101f973bea6c31e86e361302b5131d0-unif-k4-r9.931-v1850-c18372-S7254399457290688678,0.0,0.0905473,0.128068,0.250601,0.250312
e563b4d7331c6b9b9f89f7f6cd911c3f-bench_5298.smt2,0.0895943,0.244014,0.239222,0.451939,0.394965
ed43e826d8a6671a7de4ea76b24a6f05-16_0,0.0741007,0.212375,0.214427,0.455598,0.385542
564a2942029759a5ddea6f06a9db3184-5col120_15_9.shuffled,0.0370633,0.0003124,0.189373,0.552636,0.328531
409bda09ef5fc1e92178e604b1a96d90-unif-c1500-v300-s10595514,0.0,0.143176,0.196482,0.335858,0.334554
a332ec7c6d1507aee7cb8c3baaba397f-unif-k3-r4.2-v10000-c42000-S1618450766-063,0.0,0.157759,0.220026,0.333401,0.333366
98f33b551cef3d5b8c0a76ead20abe58-bench_1134.smt2,0.0935152,0.262875,0.26368,0.449349,0.39437
4be9f08fb7ff50aa1aa859feb3eb0573-hgen8-n320-02-S1127428711.shuffled-as.sat05-484,0.102267,0.261621,0.311158,0.501842,0.500951
f4681f0e697cc9a8006c4a438296a609-unif-k3-r4.2-v20000-c84000-S1778371838-017-UNKNOWN,0.0,0.157302,0.220617,0.333369,0.333351
1666f67990d14dcc532a922f75236a5e-unif-k3-r4.261-v650-c2769-S1470952774-07.SAT.shuffled,0.0,0.153235,0.21819,0.334396,0.333825
759a92376b5af1d691f79abe1e49bac4-glassybp-v699-s1749191955,0.0,0.0,0.153612,0.334337,0.333825
2cf0b2b42bb4e0ebdf410478d028d57a-frg1mul.miter.shuffled-as.sat03-351,0.178206,0.373673,0.411976,0.475727,0.389548
c1a2018977d515a09bde7eb7da60724b-x1.1_56.shuffled-as.sat03-1584,0.101759,0.201524,0.200043,0.361596,0.345187
19512d265fa0a7db5b0dd57b40b4ecd7-fdmus_b17_1460,0.093919,0.223899,0.265995,0.49199,0.457382
9ebc37e4a9f24bf78be08505d5fa382f-x9-10043.sat.sanitized,0.108507,0.0492995,0.328533,0.529024,0.497527
4779761238af5f645113fec22dac704f-x9-02069.sat.sanitized,0.108548,0.0483121,0.327885,0.529062,0.497522
58041b4de90c098503299d490aeb80e5-clus-1200-4919-10-10-002.shuffled-as.sat03-1091,0.0,0.154837,0.224564,0.337991,0.335503
c90bdc7b427635262af4e3e5e4c5371d-par32-4-c.shuffled-as.sat03-1537,0.0222286,0.295619,0.295819,0.358616,0.339577
2211fe3d1e402a20d0c8845f3442dbe0-bench_10309.smt2,0.109343,0.275699,0.288246,0.45759,0.403485
cf02c4880c4d74ee7141a2bee6e9d007-fdmus_b14_202,0.0924611,0.206432,0.244672,0.497924,0.460743
3aef3d8d02941ba7ddb18adc128259ae-php12e12,0.368717,0.110525,0.0380566,0.489722,0.532051
ba197debd67879ee2ff8ecdf2d9de3ff-bench_2909.smt2,0.108745,0.275111,0.28815,0.457221,0.40349
ba48dbb9c9c8b1e5d2c67bb8d0fb597a-170105744,0.0,0.0314286,0.0357143,0.333333,0.333333
46ff8c74592f5ac9a6ab36f82ec02bc0-fixedbandwidth-eq-42_shuffled,0.00477192,0.0189521,0.0191197,0.440588,0.417
e7ddfa6838137e173f764afa8df65e3e-pyhala-braun-unsat-35-4-04.shuffled-as.sat03-1544,0.0945129,0.205033,0.218114,0.484617,0.41585
646f377741c9b65ee448e2f99575bc26-unif-k7-r89-v70-c6230-S1482824652-097,0.0,0.0213319,0.0301559,0.185713,0.162829
dca8b87e47383184a64a905877a08f3f-unif-k5-r21.117-v305-c6441-S1324067639907379270,0.0,0.053944,0.0733798,0.205351,0.202631
ea833fbe7ac33e03ab709d9a8cfd657e-unif-k3-r4.26-v400-c1704-S823305148-084.SATISFIABLE,0.0,0.155074,0.219698,0.335191,0.33411
06ab2f3544c15dad7b9e4bfbce9982cf-unif-k5-r21.3-v130-c2769-S1284937235-05.SAT.shuffled,0.0,0.0550763,0.0834578,0.212983,0.206365
d1067bf4400dce713098391826addcf5-gencnf-k6-r44.3-v140-c6202-02-S1773449491.used-as.sat04-232,0.0,0.0352148,0.0517214,0.182438,0.174343
e0560dad54a9f26a169e2f8ae3b82c06-unif-k5-r21.117-v470-c9925-S3861407635422855456,0.0,0.0513386,0.0735113,0.203424,0.201711
6b84cd6f1b61f752b8554df2d451fcda-fla-qhid-240-5,0.0,0.143546,0.228464,0.336408,0.334847
58f84f6c251ccd740db4ec1be7d5fddd-unif-k6-r43.033-v220-c9467-S8789579438751187184,0.0,0.0337792,0.047622,0.176508,0.171504
af54a7f0a6518dc694730f099b5b078a-unif-k3-r4.267-v12400-c52911-S5088269682410843460,0.0,0.156441,0.219965,0.333388,0.333362
200ae2e4b6e51c8302bf904f53454191-unif-k3-r4.2-v16000-c67200-S1415445307-13,0.0,0.159127,0.221543,0.333374,0.333354
aefd587f007bd3ed875694717482fca1-fdmus_b21_390,0.0926765,0.203844,0.240963,0.490219,0.459992
dd27bae8729479645ff9519fbe2cfbaf-bench_3089.smt2,0.0945555,0.269161,0.272046,0.447969,0.39429
6b809f280ec4aa2010f8b65dee9ba478-unif-k7-r85.837-v170-c14592-S3081661735040290091,0.0,0.0249521,0.0336119,0.158963,0.150676
0d32a070ed4b3e381b952b9f1e892fa9-glassyb-v648-s239237,0.0,0.0,0.149663,0.33436,0.33382
2a6bfb04f247a0790162269a5c8ec071-170059081,0.0,0.0304892,0.0357143,0.333333,0.333333
4d56f0ba29d85b7b35efbc59a8651358-unif-k7-r87.79-v138-c12115-S1894148078188953694,0.0,0.0205263,0.0307177,0.162986,0.152576
f8372a419603109022b5d76668b9756d-unif-c1680-v400-s1788263269,0.0,0.160331,0.218012,0.335027,0.333924
25a0278ff6689359ddbdcf5ef6c40881-unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN,0.0,0.023819,0.0335973,0.153597,0.148119
f11bc18eee7bc8d4150ff0c8e5da8de3-driverlog1_v01i.renamed-as.sat05-3960,0.0848361,0.200549,0.406332,0.512953,0.503203
c23afc080f8ef02256897e3b7eaf1229-logistics-rotate-07t5.shuffled-as.sat05-1137,0.00800767,0.381971,0.671871,0.500302,0.500021
652cc8db19b8da9567e18afaa22c3d75-fphp-025-024.shuffled-as.sat05-1233,0.0190634,0.0,0.479167,0.50515,0.5
8875a9976804235c9ea08cd7b968645c-x9-04024.sat.sanitized,0.108621,0.0457568,0.326318,0.529115,0.497477
8dbccec97955083b29a08332f5103c7f-unif-c2250-v500-s1192350759,0.0,0.156674,0.213541,0.334804,0.334008
5834f84b270f958efd502bde4bb2bff3-fla-komb-520-5,0.0,0.131063,0.197683,0.334686,0.334115
28a37990dc4b9a0db968af9dacd0f977-QG6-dead-dnd002.sat05-2713.reshuffled-07,0.285663,0.558767,0.623467,0.26671,0.236349
7641b8707827c4547288372eb6b023c5-rovers5_v01a.renamed-as.sat05-3981,0.286338,0.436871,0.514701,0.55686,0.506811
c3b337566e1ee83c2950e63a4b60a81f-unif-k7-r85-v140-c11900-S74035269-088,0.0,0.0250244,0.0346311,0.162682,0.152441
60135b56870ca88030e1dd175e4b7e9e-unif-k7-r85-v220-c18700-S409751023-10,0.0,0.0219362,0.0308042,0.155124,0.148858
0db5f11f4753b505a45025f3fc0ae21b-unif-k3-r4.26-v500-c2130-S840902310-084.SATISFIABLE,0.0,0.159254,0.222339,0.334634,0.334001
3728fe50d8038c639c2d9c84e04fe2b1-46bits_11.dimacs,0.172917,0.54541,0.548759,0.346321,0.24162
b9356fa61bd596a198c5d98ec6212c55-bench_8612.smt2,0.110388,0.275714,0.286317,0.460863,0.405033
034619cf0ad20017ed9dd5f88caacae6-unif-k3-r4.2-v18000-c75600-S420719158-080,0.0,0.15898,0.221566,0.333366,0.33335
66ca7fc9afc9676701667b0c51d8c4f2-bv-term-small-rw_1072.smt2,0.0985881,0.144996,0.181833,0.451895,0.418519
7f0a7d37ec50ebf41b3f875623eae18b-tseitingrid7x150_shuffled,0.0,0.0,0.0,0.384615,0.318182
9acb213a150c02cdd2131bd828e5d38a-bench_11143.smt2,0.117338,0.325625,0.341015,0.403609,0.388375
1804398a41af93e29e1eca187fc90a24-bench_2407.smt2,0.126356,0.360012,0.374327,0.443355,0.393257
e802d6cd5c566fe3dbde7084cc0e4609-Composite-032BitPrimes-1.shuffled-as.sat05-502,0.0956394,0.406808,0.413912,0.263063,0.220707
b340ef01002e540eed52bc6a82034342-unif-c800-v400-s2089783139,0.0,0.235131,0.285122,0.334712,0.333517
ac909ca2e27006f71389b6afa605f4be-randomG-B-Mix-n19-d05,0.107502,0.538101,0.385095,0.517239,0.490955
2a3d02ee2292a0588301ec51831f7938-unif-k3-r4.25-v400-c1700-S418505498-026,0.0,0.155748,0.222232,0.335048,0.334237
6bcecc3b979626eb2af9e558cdae429d-gencnf-k8-r180-v61-c10980-03-S1307241479.shuffled-as.sat03-1795,0.0,0.0138572,0.022312,0.187612,0.153286
f2b0f76b312cbc4f26cb38a4e5807344-connm-ue-csp-sat-n1200-d0.04-s1346193895.used-as.sat04-977,0.0065761,0.194079,0.570191,0.350018,0.35087
ee6e1362f60ac65bbc94ab45d263ee29-mod2-rand3bip-sat-220-3.shuffled-as.sat05-2175,0.0,0.0,0.0,0.409614,0.334143
965bc4f6691b2e5f7388aaa9ba68f768-SCPC-500-5,0.531252,0.122329,0.279021,0.328896,0.163201
9218d6273ed3439f7f829fe413946543-Urquhart-s5-b1.shuffled-as.sat03-1570,0.130779,0.36399,0.36399,0.395686,0.315875
19c6a29181bee2f3aa03bfb5c5d693d0-brent_9_0,0.154423,0.345292,0.351583,0.45055,0.400287
b1e632a92ed2bc54595cdbdb6541b3a7-unif-k5-r20-v800-c16000-S2109328271-14,0.0,0.0540439,0.07657,0.202032,0.20102
84165841e176d2d6b52bfdabab3a2b5a-x9-08039.sat.sanitized,0.10847,0.0512708,0.329653,0.528987,0.497542
c3cd2928665e102e88acdd311bce5265-unif-c2275-v650-s2042225625,0.0,0.173476,0.245393,0.334434,0.333925
e48da2a79688c0e1efb522a640115571-3pipe,0.284335,0.56777,0.654628,0.495692,0.484541
429f43bde1b1e5196bcb5f44316172d5-mp1-ps_5000_21250_3_0_0.8_0_1.50_8,0.0,0.398131,0.420691,0.333778,0.333552
47dca0bbbdba818cbb8f9984fe3b27b7-bench_3090.smt2,0.0950184,0.270048,0.272417,0.448184,0.394604
05fbbab9f0baf819ed9593cca8587629-satsgi-n24himBHm28-p0-q282,0.0181813,0.0,0.480392,0.505351,0.5
a990cfc1e553e69d37f3ab071ccac1cf-unif-k5-r21.117-v300-c6335-S1439420788559584617,0.0,0.0571398,0.0810742,0.20542,0.202701
2314dcec1bce868092465602b71b5825-gensys-ukn005.shuffled-as.sat05-3845,0.22736,0.532333,0.621202,0.257468,0.257034
297c952d2e3ad4c464162ff8773ed009-counting-easier-fphp-012-010.sat05-1214.reshuffled-07,0.0377181,0.0,0.452381,0.510949,0.5
9ef46b401df36e4110d09c4f60a13ad4-vmpc_25.shuffled-as.sat05-1945,0.096315,0.00215103,0.26281,0.420743,0.429898
b84a86ff09be4392cabb8e9e4f64fa65-bench_14290.smt2,0.108483,0.274247,0.287155,0.457642,0.403455
479c9ec9f69f1550f165d3e1fb0901fa-x9-02047.sat.sanitized,0.10869,0.0409154,0.323607,0.529212,0.49747
5fb9e9d1365f1a6c46ee0dfc937941bb-manthey_single-ordered-initialized-w50-b6,0.0763895,0.747269,0.771376,0.358151,0.37042
45a03b15f9f79a65044c157af630d223-unif-c1750-v500-s347258137,0.0,0.17691,0.242736,0.334552,0.33408
7e8d26b8fe8e155898c283e4f65f5c6c-ezfact32_6.shuffled,0.053319,0.142023,0.146757,0.402967,0.344576
80e8be01d7b799f51d9f03e7569ab0cc-unif-k7-r87.79-v119-c10447-S6251061974745230952,0.0,0.0222804,0.0311276,0.166476,0.154188
b13e24a50fa51d70052af82f22abd940-Urquhart-s3-b4.shuffled,0.0674646,0.248318,0.248318,0.31282,0.263822
c7332634139cb6bcc0b2273b6cb68ca1-3col120_5_9.shuffled,0.0590269,0.00152106,0.125314,0.602824,0.385006
802fa55e1b94b0550e67ef105b82b2c1-bench_1455.smt2,0.0973448,0.280624,0.281113,0.448549,0.396491
68d3b0722c9359568cf2feb948b64d63-gencnf-k7-r88.7-v85-c7539-01-S962370643.shuffled-as.sat03-1783,0.0,0.0217928,0.0334539,0.177233,0.159085
bcbe1a37fc1d7d9347749c1a3ae10cf4-unif2p-p0.9-v810-c2932-S1870497322-13-SAT,0.0310247,0.164614,0.231193,0.356066,0.355325
537db45d7b1dc04df095351d51e38d3a-7999999957nc.shuffled-as.sat03-1673,0.00263496,0.179175,0.205042,0.389166,0.347686
c2150b29d3f400f4e876a6f120ad94f8-lksat-n20000-m53400-k3-l3-s786543729.used-as.sat04-908,0.0,0.329039,0.317018,0.378473,0.351767
5b9fd1dfacf03372a45cdbf14c6315ce-too_large_gr_rcs_w5.shuffled,0.0207903,0.34554,0.637051,0.5,0.5
63d60747758dc371c0dd0a7dad2b59ac-bench_5076.smt2,0.0924442,0.25967,0.260232,0.447483,0.395955
02da8e9305ee7b4ad33c348f46afebea-x9-03055.sat.sanitized,0.10866,0.0470208,0.326789,0.529106,0.497436
b8550e74477b2aae2c6a4c6b959ca42c-unif-k5-r21.3-v120-c2556-S142115187-18.UNSAT.shuffled,0.0,0.0569575,0.0790656,0.214112,0.206903
